orderId,customerId,amount,orderDate
52589341,430480,806,2018-05-12 11:43:08
52589357,77366,1275,2018-05-13 07:38:34
52589369,152955,1166,2018-05-13 07:48:41
52589365,40541,1876,2018-05-13 08:02:02
52589362,103838,2327,2018-05-13 08:33:23
52589355,156249,1305,2018-05-13 08:36:43
52589360,419134,896,2018-05-13 08:45:20
52589356,156696,1863,2018-05-13 08:53:13
52589367,816982,1166,2018-05-13 09:04:13
52589366,12385,1395,2018-05-13 09:13:45
52589363,4577866,1305,2018-05-13 09:20:49
52589368,214203,2295,2018-05-13 09:43:13
52589364,0,995,2018-05-13 09:54:41
52589354,253036,495,2018-05-13 09:56:24
52589370,160888,896,2018-05-13 10:21:31
52589361,11811,495,2018-05-13 10:47:29
52589358,449275,896,2018-05-13 11:16:09
52589376,148672,2445,2018-05-14 05:58:09
52589373,7050968,3387,2018-05-14 07:24:19
52589375,253077,6834,2018-05-14 07:33:08
52589372,533519,2835,2018-05-14 08:00:22
52589371,7018728,1035,2018-05-14 08:39:55
52589379,59257,1295,2018-05-14 08:40:19
52589377,335843,1305,2018-05-14 09:33:38
52589378,2265703,765,2018-05-14 09:38:54
52589374,172969,725,2018-05-14 09:59:38
52589381,9518,550,2018-05-15 08:24:39
52589382,15791,1450,2018-05-15 08:38:14
52589384,343515,895,2018-05-15 09:29:29
52589380,20831,2210,2018-05-15 09:29:55
52589387,53810,995,2018-05-15 09:34:08
52589386,6075429,450,2018-05-15 09:59:19
52589383,1822685,450,2018-05-15 10:20:29
52589385,6485737,450,2018-05-15 10:46:11
52589388,59129,995,2018-05-16 07:01:53
52589395,348343,0,2018-05-16 07:04:29
52589392,1249437,0,2018-05-16 07:36:02
52589391,7207712,775,2018-05-16 08:32:59
52589393,199606,1700,2018-05-16 09:11:56
52589394,53810,995,2018-05-16 09:42:38
52589390,9814,750,2018-05-16 09:47:04
52589389,181143,1450,2018-05-16 11:04:26
52589400,108093,2225,2018-05-17 07:40:28
52589399,8831,1450,2018-05-17 07:42:17
52589403,1806843,2685,2018-05-17 07:53:32
52589398,400109,950,2018-05-17 08:07:32
52589401,45111,995,2018-05-17 09:11:13
52589397,4669236,450,2018-05-17 09:56:14
52589402,9735,450,2018-05-17 11:36:22
52589405,122979,1600,2018-05-18 07:55:07
52589406,582883,1745,2018-05-18 08:18:45
52589409,343515,1840,2018-05-18 09:00:43
52589407,107733,895,2018-05-18 09:24:15
52589411,28980,3295,2018-05-18 09:31:46
52589408,346471,1995,2018-05-18 10:41:12
52589410,600186,895,2018-05-18 10:54:33
52589404,6697431,750,2018-05-18 11:40:55
52589423,397268,200,2018-05-19 06:21:55
52589419,9331171,2985,2018-05-19 06:51:27
52589417,3974869,1945,2018-05-19 06:57:13
52589422,1247619,0,2018-05-19 07:02:39
52589427,0,7658,2018-05-19 07:37:41
52589412,397790,3095,2018-05-19 07:48:48
52589414,2514293,1700,2018-05-19 08:41:17
52589416,2258,1400,2018-05-19 08:47:53
52589425,367770,650,2018-05-19 09:08:52
52589413,53399,1295,2018-05-19 09:12:56
52589426,53399,1295,2018-05-19 09:19:11
52589418,107396,1645,2018-05-19 09:25:26
52589420,2108919,450,2018-05-19 09:54:26
52589424,9000,850,2018-05-19 09:56:59
52589415,1863800,3295,2018-05-19 10:19:55
52589421,160240,1550,2018-05-19 10:52:17
52589441,5296,2050,2018-05-20 05:43:38
52589435,9332295,650,2018-05-20 06:49:18
52589446,9332306,4275,2018-05-20 08:06:53
52589439,582883,950,2018-05-20 08:16:29
52589443,41316,1200,2018-05-20 08:43:54
52589440,131431,1790,2018-05-20 08:46:31
52589434,312223,1800,2018-05-20 08:53:25
52589438,312223,650,2018-05-20 08:54:45
52589445,2099467,1295,2018-05-20 09:08:30
52589442,77822,1545,2018-05-20 09:40:58
52589444,211124,1200,2018-05-20 10:15:51
52589431,15730,2445,2018-05-20 10:20:14
52589436,164873,1450,2018-05-20 10:34:32
52589433,333430,395,2018-05-20 10:39:28
52589432,242757,1300,2018-05-20 10:40:08
52589437,9332296,553,2018-05-20 11:20:44
52589460,316885,4090,2018-05-21 07:34:24
52589455,313422,1395,2018-05-21 07:34:52
52589458,339585,1450,2018-05-21 07:43:02
52589447,2871408,995,2018-05-21 07:54:20
52589448,135939,650,2018-05-21 08:02:00
52589456,343515,1445,2018-05-21 08:40:55
52589449,87784,2995,2018-05-21 09:10:29
52589453,2426291,750,2018-05-21 09:25:35
52589452,129991,275,2018-05-21 09:26:14
52589457,16185,725,2018-05-21 10:01:31
52589451,87784,995,2018-05-21 10:24:17
52589459,4574,1500,2018-05-21 11:16:36
52589450,36304,1170,2018-05-21 11:17:17
52589454,99020,650,2018-05-21 11:33:28
52589465,104602,1481,2018-05-22 07:59:11
52589467,83724,995,2018-05-22 09:35:11
52589464,60430,1550,2018-05-22 10:03:26
52589463,1774454,550,2018-05-22 10:04:06
52589466,60430,775,2018-05-22 10:17:15
52589461,20467,1495,2018-05-22 10:21:24
52589468,582763,995,2018-05-22 10:22:45
52589462,3951888,995,2018-05-22 10:36:32
52589473,827348,0,2018-05-23 07:06:07
52589470,211124,1645,2018-05-23 09:01:59
52589469,1968844,1095,2018-05-23 09:35:53
52589471,2419521,1395,2018-05-23 10:00:43
52589474,156003,1800,2018-05-23 11:00:34
52589472,156256,1795,2018-05-23 11:01:56
52589479,199730,2495,2018-05-24 09:13:22
52589480,313422,1790,2018-05-24 09:20:18
52589478,39372,1440,2018-05-24 09:56:42
52589476,8774,2295,2018-05-24 10:43:48
52589475,39372,200,2018-05-24 10:56:11
52589477,8774,900,2018-05-24 12:00:15
52589488,114553,5220,2018-05-25 07:25:51
52589487,114553,3915,2018-05-25 07:33:48
52589482,51942,895,2018-05-25 08:10:06
52589493,69048,995,2018-05-25 08:29:55
52589486,582883,850,2018-05-25 09:09:54
52589494,99450,1545,2018-05-25 09:16:01
52589484,1609460,1845,2018-05-25 09:25:59
52589485,11056,1450,2018-05-25 09:32:04
52589481,5691055,1100,2018-05-25 09:35:42
52589492,1905734,1450,2018-05-25 09:41:15
52589491,211771,2120,2018-05-25 09:49:51
52589490,174123,650,2018-05-25 10:03:38
52589483,40992,2595,2018-05-25 10:18:25
52589489,336554,950,2018-05-25 11:14:45
52589500,12196,0,2018-05-26 06:21:50
52589497,129991,671,2018-05-26 07:04:27
52589503,129991,1088,2018-05-26 07:05:40
52589505,268898,950,2018-05-26 08:27:58
52589498,69048,550,2018-05-26 09:15:57
52589499,320983,2250,2018-05-26 09:22:13
52589501,320983,650,2018-05-26 09:45:27
52589502,1585206,495,2018-05-26 10:01:57
52589504,348537,2345,2018-05-26 10:39:39
52589495,1707206,775,2018-05-26 11:28:16
52589496,1784914,1945,2018-05-26 11:57:58
52589515,192,1450,2018-05-27 08:02:16
52589509,4617877,1400,2018-05-27 08:20:59
52589513,156062,1395,2018-05-27 09:00:13
52589512,99450,1300,2018-05-27 09:26:26
52589516,76443,2870,2018-05-27 09:30:16
52589510,56515,850,2018-05-27 09:38:02
52589506,301981,1395,2018-05-27 09:38:17
52589517,5902609,450,2018-05-27 09:45:30
52589514,11056,2445,2018-05-27 09:58:44
52589508,114226,550,2018-05-27 10:19:30
52589511,121540,1785,2018-05-27 10:20:01
52589507,12246,1500,2018-05-27 11:32:38
52589518,1599691,1395,2018-05-28 09:13:01
52589519,6919,975,2018-05-28 09:38:20
52589520,598161,995,2018-05-28 09:49:35
52589521,343515,850,2018-05-28 10:45:45
52589524,532458,995,2018-05-29 07:48:31
52589523,1712601,1300,2018-05-29 09:39:52
52589522,149350,450,2018-05-29 10:00:35
52589532,1247457,650,2018-05-30 07:54:48
52589531,5136,1425,2018-05-30 07:59:58
52589534,2047111,5225,2018-05-30 08:10:56
52589529,2047111,0,2018-05-30 08:39:00
52589530,42501,850,2018-05-30 09:01:39
52589528,129991,325,2018-05-30 09:27:50
52589526,41226,1250,2018-05-30 09:34:57
52589527,99450,1945,2018-05-30 09:35:03
52589533,163079,1300,2018-05-30 09:57:01
52589525,1625963,750,2018-05-30 10:02:10
52589537,1668335,1450,2018-05-31 08:55:40
52589535,10660,1845,2018-05-31 09:59:07
52589538,342829,895,2018-05-31 10:31:52
52589536,116432,450,2018-05-31 10:55:23
52589539,463769,1450,2018-06-01 08:00:57
52589541,2007382,3840,2018-06-01 08:01:29
52589540,0,845,2018-06-01 11:03:24
52589542,49544,1800,2018-06-01 11:36:25
52589545,1887011,1545,2018-06-02 07:45:17
52589548,1887011,400,2018-06-02 07:51:33
52589550,840725,6447,2018-06-02 07:52:02
52589549,6935277,750,2018-06-02 08:29:23
52589544,12129,450,2018-06-02 09:14:18
52589547,0,1300,2018-06-02 09:22:10
52589546,1690480,2195,2018-06-02 09:58:47
52589543,592692,1350,2018-06-02 10:15:49
52589551,199225,4890,2018-06-03 08:23:21
52589554,31601,1645,2018-06-03 08:47:11
52589555,1863800,1750,2018-06-03 09:56:38
52589552,2025690,1050,2018-06-03 10:31:31
52589553,60919,895,2018-06-03 11:44:41
52589569,1625946,550,2018-06-04 08:03:37
52589572,100093,1545,2018-06-04 09:46:16
52589567,568802,895,2018-06-04 10:22:41
52589571,181009,1545,2018-06-04 10:23:28
52589568,12130,600,2018-06-04 11:06:38
52589570,582763,850,2018-06-04 11:12:16
52589583,5984627,1425,2018-06-05 07:49:36
52589578,8255,650,2018-06-05 08:17:47
52589580,174123,995,2018-06-05 09:08:45
52589574,40438,400,2018-06-05 09:19:32
52589575,12130,600,2018-06-05 09:33:49
52589582,253077,1993,2018-06-05 09:36:04
52589581,5601569,800,2018-06-05 09:56:28
52589576,369039,1300,2018-06-05 10:25:17
52589579,1784914,1295,2018-06-05 10:35:49
52589584,6950246,1400,2018-06-05 11:33:41
52589577,309620,775,2018-06-05 11:44:50
52589595,1918821,1545,2018-06-06 08:20:32
52589591,1821760,395,2018-06-06 09:09:31
52589594,131375,650,2018-06-06 09:33:10
52589590,318092,650,2018-06-06 09:56:11
52589593,343515,900,2018-06-06 10:03:47
52589592,0,550,2018-06-06 10:17:01
52589589,841304,1845,2018-06-06 10:47:32
52589600,21915,1481,2018-06-07 08:34:30
52589605,547530,995,2018-06-07 09:00:22
52589604,9335053,1650,2018-06-07 09:08:59
52589602,199295,1050,2018-06-07 10:14:57
52589601,30870,1339,2018-06-07 10:21:19
52589606,8774,1800,2018-06-07 10:25:30
52589599,214368,995,2018-06-07 10:58:02
52589603,369039,1500,2018-06-07 11:37:24
52589607,533519,1845,2018-06-08 08:27:43
52589613,2426291,1970,2018-06-08 09:01:49
52589610,468784,775,2018-06-08 09:09:16
52589608,1663392,650,2018-06-08 09:26:41
52589609,0,550,2018-06-08 09:38:11
52589612,174123,1645,2018-06-08 09:42:41
52589611,10357,2345,2018-06-08 10:02:43
52589626,11787,750,2018-06-09 07:34:33
52589623,56515,1100,2018-06-09 07:46:36
52589614,840725,6827,2018-06-09 07:57:47
52589618,7401564,950,2018-06-09 08:21:34
52589620,1968844,550,2018-06-09 08:41:00
52589619,9292643,850,2018-06-09 08:45:46
52589625,2019218,950,2018-06-09 08:58:48
52589617,200002,1150,2018-06-09 09:04:51
52589615,1672621,950,2018-06-09 09:17:45
52589624,313422,2440,2018-06-09 09:24:20
52589622,3968231,1300,2018-06-09 10:09:18
52589621,138932,550,2018-06-09 10:25:28
52589616,11757,895,2018-06-09 11:47:40
52589629,182593,1300,2018-06-10 07:59:07
52589633,0,550,2018-06-10 08:13:09
52589632,2099467,450,2018-06-10 08:20:36
52589631,9336105,500,2018-06-10 08:24:17
52589627,208815,1450,2018-06-10 08:34:13
52589630,15793,650,2018-06-10 08:37:14
52589628,0,1945,2018-06-10 10:24:33
52589634,9527,1295,2018-06-10 11:21:05
52589636,155321,945,2018-06-11 08:16:07
